title,summary,url,img_url
Jaký je rozdíl mezi Business Intelligence a Location Intelligence? | Mňamka: #138,"Všude samá inteligence. Kdo se má vyznat v tom, k čemu je která inteligence dobrá. Není vlastně Location Intelligence to samé jako Business Intelligence? Ano i ne. Pojďme se podívat na hlavní rozdíly mezi těmito dvěma disciplínami a na to, jak se Business Intelligence a Location Intelligence mohou vzájemně doplňovat. Na reálném příkladu si ukážeme, jak to funguje.",https://www.bizztreat.com/blog/jaky-je-rozdil-mezi-business-intelligence-a-location-intelligence-mnamka-138,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-22-v-113936.png
Obsahová strategie řízená daty | Mňamky #136,"Chcete-li vytvořit obsah, který dobře rezonuje s vaším cílovým publikem, je dobré vytvořit strategii marketingového obsahu založenou na datech. Jinými slovy - analyzovat požadavky svého odvětví, sledovat nejnovější trendy digitálního marketingu a porozumět preferencím svých čtenářů. Zde je pár ukázek, jak k tomu celému přistupovat a co měřit.",https://www.datapine.com/blog/data-driven-content-marketing-strategy/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-15-v-164944.png
"10 mýtů o analýze dat, které mohou bránit vašemu podnikání | #Mňamka 120","Datová analytika je komplexní a rychle rostoucí obor. Mnoho firem se bez ní dnes už neobejde a stále více zaměstnanců s ní přichází pravidelně do kontaktu. A jak to tak bývá, rychlý růst do jiných oborů sebou nese i pár mýtů. A my si dnes ukážeme deset z nich.",https://www.forbes.com/sites/forbestechcouncil/2020/10/28/10-data-analytics-myths-that-can-hamper-your-business/?sh=9b63e88715eb,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-11-v-125603.png
Cesta Santa Clause: Ho Ho Ho | Mňamka#115,"Santa přináší radost dětem po celém světe. Taky jste si někdy pokládali otázku, kde Santa bydlí? Jak velká vesnice musí být, aby se tam vešly všechny dárky? Nebo, kolik domácností stihne navštívit a jaká je jeho uhlíková stopa? A kolik u toho spálí kalorií? Tak si to pojďme spočítat.",https://www.onlinemoneyadvisor.co.uk/expectations-vs-reality-santa-claus/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-110515.png
Jak efektivně čistit data z Google Analytics | Mňamka #1,"Chcete vědět, jak co nejefektivněji vyčistit data z Google Analytics? A bez složitých a drahých nástrojů? Podívejte se na krátké video datového detektiva Radovana. Odhalí Vám trik, který se může hodit nejenom v tomto případě, ale i ve spoustě dalších... Dobrou chuť.",https://www.youtube.com/watch?v=L7tQgs5uiTc&feature=youtu.be,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-08-18-v-171625.png
Business Intelligence v těžkých časech: Dashboardem ven z krize | Mňamka #2,"“In good times, people want to use business intelligence; in bad times, they have to.” 
Výrok Bruce Bartona říká, že business intelligence je ve špatných časech ještě kritičtější. Existují však společnosti, co si to nemyslí.",https://www.bizztreat.com/blog/business-intelligence-v-tezkych-casech-dashboardem-ven-z-krize,https://www.bizztreat.com/files/responsive/360/0/foto-blog-v1.jpg
5+2 tipy jak online meetingy dělat opravdu dobře | Mňamka #3,"Tak nás COVID vyhnal z kanceláří a zavřel doma. Snad všechny firmy, týmy i jednotlivci teď řeší, jak zachránit, co se dá, jak zvládnout ten nápor a jak se z toho všeho nezbláznit. Použití online meetingů, či videokonferencí chcete-li, je toho součástí. My v BizzTreat víc jak pět let pracujeme téměř výhradně online, lecčím jsme si prošli a víme, že úspěšná spolupráce online není jen o tom, jakou platformu používáte.",https://www.bizztreat.com/blog/52-tipy-jak-online-meetingy-delat-opravdu-dobre-mnamka-3,https://www.bizztreat.com/files/responsive/360/0/62137089-10219592968523003-6306665106260361216-n.jpg
... a nezapomenout na R.Y.T.M.U.S. | Mňamka #4,"Všichni máme za sebou už několik týdnů spolupráce čistě online a ještě určitě několik před sebou. Všichni jsme odpověděli na tisíce emailů, statisíce slackových zpráv, strávili hodiny na online konferencích a stejně to mnoho z nás cítí, že to “není ono”. Projekty se táhnou, splatnosti prodlužují a frustrace roste. Proč? Příčinou může být chybějící dobře šlapající týmový R.Y.T.M.U.S.",https://www.bizztreat.com/blog/a-nezapomenout-na-rytmus-mnamka-4,https://www.bizztreat.com/files/responsive/360/0/day-planner-828611-1920.jpg
Jak za 30 min. zřídit službu pro odesílání mailových notifikací | Mňamka #5,"Když už jsme v tom onlajnování, možná se vám bude hodit následující tip. Je trochu techničtější, ale velmi užitečný. Určitě jste už zjistili, že spousta různého software, který používáte, umí odesílat užitečné emailové notifikace. Jenže často nastavení vyžaduje použití nějakého emailového (SMTP) serveru, přes který se notifikace odešle. Jak ho zřídit za 30 minut?",https://www.bizztreat.com/blog/jak-za-30-min-zridit-sluzbu-pro-odesilani-mailovych-notifikaci-mnamka-5,https://www.bizztreat.com/files/responsive/360/0/animal-1320792-1280.png
[VIDEO] Vizualizace dat - Porovnání dvou period - GoodData KPIs | Mňamka #6,"Náš datový detektiv Jirka (jménem, nikoli příjmením jako minule 😉), natočil krátký video návod, jak v prostředí GoodData jednoduše připravit vizualizaci – porovnání dvou období. V novém UI je to tááák snadné, jako v žádném jiném nástroji. Uznejte, který markeťák, obchodní ředitel nebo CFO/CEO by si nechtěl, jednoduše porovnat čísla za různá období? Máte-li 5 minut, poslechněte si Jirku Tobolku.",https://www.youtube.com/watch?v=wJEgaWbFw3I,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-08-19-v-102810.png
K čemu nám v businessu pomůže tzv. web scraping? | Mňamka #7,"Na webu dnes najdete všechno, co vás kdy zajímalo. Ve stále rostoucí digitální ekonomice a potřeby rychleji reagovat, je pro vás web největším zdrojem informací a způsobem, jak vaše data krásně obohatit. Informace z webu vám umožní například pružněji reagovat na ceny, porovnávat různé nabídky, nebo dělat efektivnější a rychlejší rozhodnutí. To zní hezky, že?",https://www.bizztreat.com/blog/k-cemu-nam-v-businessu-pomuze-tzv-web-scraping-mnamka-7,https://www.bizztreat.com/files/responsive/360/0/pozadi-na-apify-clanek.jpg
"Je fakt naprosto SUPER, že prakticky nepoužíváme emaily ... | Mňamka #8","U datových detektivů je naprosto normální nepoužívat email pro interní komunikaci. Není to řízeno žádnou směrnicí či pravidlem. Prostě jej přirozeně nepoužíváme. Email má totiž spoustu neduhů, které jsou spojeny s dobou jeho vzniku a na které nedokázal reagovat s tím jak se rozvinul svět kolem něj.",https://www.bizztreat.com/blog/je-fakt-naprosto-super-ze-prakticky-nepouzivame-emaily-mnamka-8,https://www.bizztreat.com/files/responsive/360/0/mail-5173839-1920.png
Fuzzy Wuzzy: Chytré porovnávání textových řetězců | Mňamka #9,"Další díl Bizztro Mňamek je tu, tentokrát na téma chytrého porovnávání textových řetězců. Lákala vás někdy představa jak jednoduše, chytře a bez většího úsilí porovnávat mezi sebou textové řetězce a vyhodnocovat jejich podobnost? V Bizztreat jsme se s touto problematikou již setkali a s pomocí FuzzyWuzzy i popasovali.",https://www.youtube.com/watch?v=dTCx7Z57TME,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-08-19-v-105039.png
Přišel čas na R.E.S.T.A.R.T. | Mňamka #10,"Ve čtvrtek český Forbes vyzval čtenáře jejich Espressa (zkráceno): Restart! Přišel čas nahodit motory. Otočit klíčkem. Přišel čas na restart po týdnech karanténního bezčasí. Co už jste udělali, co se udělat chystáte, jak se mění vaše práce a váš byznys. Dejte nám vědět, jestli celý ten koronavirový čas přinesl jen samé jobovky, nebo taky nové a nečekané příležitosti. Tak JO!",https://www.bizztreat.com/blog/prisel-cas-na-restart-mnamka-10,https://www.bizztreat.com/files/responsive/360/0/rocket-launch-67649-1920.jpg
Bylo nebylo... Time Intelligence [tahák] | Mňamka #11,"Bylo, nebylo … Bude, nebude … Ne, to není začátek nějaké pohádky, ale běžná otázka každého datového analytika. Aby takovou pohádku uměl vyprávět dál, potřebuje umět „kouzlit“ … A to s časem. Pokud jsi datový analytik, tak víš, o čem mluvím.",https://www.bizztreat.com/blog/bylo-nebylo-time-intelligence-tahak-mnamka-11,https://www.bizztreat.com/files/responsive/360/0/tahak.jpg
Cloudové kladivo | Mňamka #12,"Jak pracovat s datasetem, kde se velikost pohybovala v řádech stovek miliard prvků.",https://www.bizztreat.com/blog/cloudove-kladivo-mnamka-12,https://www.bizztreat.com/files/responsive/360/0/2694-cloud-kladivo.jpg
Jak se daří firmám přejít do online (spolu)práce | Mňamka #13,"Minulý týden Honza Řežáb na svém LinkedIn publikoval zajímavé závěry o tom, jak se v současnosti mění trendy ve firmách v souvislosti s urychleným přechodem do online. Závěry vycházejí ze studie, kterou nedávno jeho Time is Ltd. uveřejnila. Velmi zajímavé počtení. Napište nám, kde se poznáváte vy.",https://www.linkedin.com/pulse/work-from-home-numbers-we-more-less-productive-jan-rezab/?utm_source=hs_email&utm_medium=email&utm_content=2&_hsenc=p2A,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-05-04-v-182811.png
"Bylo, nebylo... Time Intelligence Function Vol. 2 (pokračování) | Mňamka #14","Minulý týden byl největším tahákem mňamek tahák :-) náší Báry na téma Time Intelligence v Power BI. To inspirovalo Kate k napsání pokračování, jak v této oblasti posunout vaše Power BI dashboardy ještě o level výš! Těšte se další cestování časem.",https://www.bizztreat.com/blog/bylo-nebylo-time-intelligence-function-vol-2-pokracovani-mnamka-14,https://www.bizztreat.com/files/responsive/360/0/1.png
Barevný svět vašeho Business Intelligence | Mňamka #15,"Svět kolem nás je (zaplaťbůh) barevný. A proč nemít i barevné BI? Pozor ale. Není barva jako barva. Každá má svůj emocionální význam, stejně tak sousední barvy. Prostě když na mapu vykreslujete extrémní sucho, nemůže být tmavě modré. Eva pro vás připravila jednoduchý návod, jak na barvy a barevná schémata ve vašem BI.",https://www.bizztreat.com/blog/barevny-svet-vaseho-business-intelligence-mnamka-15,https://www.bizztreat.com/files/responsive/360/0/tapeta-blog-barvy-3.jpg
Stále hledáte argumenty: Proč má smysl jít do cloudu? | Mňamka #16,"Cloud je stále více oblíbený a hovoří o tom nejedna statistika. Proč tomu tak je? Za mě je odpověď jednoduchá: Technologie cloudu jde tak rychle dopředu, že na to on-premise řešení prostě nestačí reagovat. A taky už neplatí staré obavy jako například otázka ceny, výkonu a nebo ta nejčastější - bezpečnosti. Dokonce si troufám říct, že dnes jsou to naopak ty největší argumenty proč do cloudu jít. A nejsem sama, kdo si to myslí.",https://www.bizztreat.com/blog/stale-hledate-argumenty-proc-ma-smysl-jit-do-cloudu-mnamka-16,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-08-19-v-112528.png
"Kam s BI ve firmě? “Být, či nebýt? To je to, oč tu běží.” | Mňamka #17","Touto otázkou se trápí nejedna firma. Často se rozhoduje, zda-li Business Intelligence oddělení patří pod IT nebo někam jinam ve firmě a nebo má mít vlastní “ministerstvo”. Pojďme se na ty přístupy spolu podívat.",https://www.bizztreat.com/blog/kam-s-bi-ve-firme-byt-ci-nebyt-to-je-to-oc-tu-bezi-mnamka-17,https://www.bizztreat.com/files/responsive/360/0/play-stone-1237458-1280.jpg
Design Patterns #1: Referenční integrita a chybějící hodnoty | Mňamka #18,"Proč? Protože když si připravujeme raw data pro analýzu, taková sada best practices se sakra hodí! Ono v podstatě každý jednoduchý trik, který nám ulehčí práci je dost vítaný. Minimalizuje čas strávený uklízením nepořádku, usnadní tvorbu metrik a reportů a nám, datovým detektivům, pomohou odhalit nesrovnalosti na první pohled.",https://www.bizztreat.com/blog/design-patterns-1-referencni-integrita-a-chybejici-hodnoty-mnamka-18,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-05-11-v-153139.png
Dlouhodobé fungování v online režimu | Mňamka #19,"Jak dlouhodobě pracovat online a přitom se z toho nezbláznit. ""Posledních cca 25 let jsem zvyklý se potkávat se spoustou lidí. Sales je prostě o kontaktech a nikdy jsem si nedokázal představit, že by tomu mělo být jinak. Cestování a setkávání byla běžná rutina. Ze dne na den ovšem tento svět nečekaně skončil. Co s sebou tato změna nesla i přesto, že BizzTreat jako firma byl od začátku velmi dobře připraven?""",https://www.bizztreat.com/blog/dlouhodobe-fungovani-v-online-rezimu-mnamka-19,https://www.bizztreat.com/files/responsive/360/0/handshake-3382503-1280.jpg
[VIDEO AJ] Recenze nového datového modelu GoodData | Mňamka #20,Podívejte se na krátkou recenzi nového web-based datového modelovátka pro GoodData. Kluci z Karlína do toho fakt pořádně šlápli a tohle se jim opravdu povedlo.,https://www.youtube.com/watch?v=kN0_hppzJ00&t=7s,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-05-18-v-130601.png
"Automatizace procesů ve firmě? Když jste v cloudu, stačí počítačová gramotnost a pár kliknutí. | Mňamka #21","Už vás to určitě napadlo: spoustu činností děláte ve firmě stále dokola. Někdy by se hodilo, aby když nějaký úkol/dokument/tiket změnil stav, cosi se kamsi zaznamenalo, posunulo nebo propsalo a nemuseli jste to dělat vy. Prostě, že by bylo prima některé procesy a postupy automatizovat. Když používáte cloudové aplikace, jde to velmi snadno a nemusíte být žádný geek.",https://www.bizztreat.com/blog/automatizace-procesu-ve-firme-kdyz-jste-v-cloudu-staci-pocitacova-gramotnost-a-p,https://www.bizztreat.com/files/responsive/360/0/internet-3484137-1280.jpg
"Blending nebo joiny? Tableau nově říká ""použijte relationships"". | Mňamka #22","Pokud je vám Tableau sympatické, stejně jako nám, určitě jste stáli před otázkou, kdy a jak používat data blending mezi jednotlivým datasety, a kdy naopak použít joiny na úrovni datasetu. V nových releases Tableau příchází s revolučním konceptem tvz. relationships. Pěkný článek od Interworks shrnuje výhody nového řešení.",https://interworks.com/blog/2020/04/21/comparing-tableaus-new-relationships-blends-joins/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-05-25-v-103127.png
Design Patterns #2: měna účetnictví / měna operace | Mňamka #23,"Fungujete v několika měnách najednou? Pak je potřeba u každého záznamu vždy uvádět měnu účetnictví i měnu operace/transakce spolu s kurzem v době vzniku události. Proč? Vyhnete se tak nepřesnostem, které vznikají z kurzových rozdílů. Jak si na to šikovně připravit data vám ukážu v  dnešním článku. Je tu Design Patterns #2.",https://www.bizztreat.com/blog/design-patterns-2-mena-ucetnictvi-mena-operace-mnamka-23,https://www.bizztreat.com/files/responsive/360/0/tapeta-mena-patern2.jpg
"Tři jednoduché kroky, jak rozhodnout, kudy ve vašem BI dál. | Mňamka #24","Často dostáváme otázky, související s tím, kde začít, případně kudy pokračovat v budování vaší data driven firmy / týmu. Na tohle umí hezky odpovědět model BI zralosti. Zvyšování BI zralosti vede váš business k tomu, aby byl ""chytřejší"" a tím i víc profitabilní. Dobře srozumitelný BI Maturity Model najdete v přiloženém článku, vč. jednoduchého návodu, jak na to.",https://blog.capterra.com/bi-maturity-model/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-05-25-v-103821.png
Jaká je Vaše komfortní zóna BI ve firmě? | Mňamka #25,"Zavedení BI ve firmě obvykle znamená něco, co se bez nadsázky dá nazvat vystoupením z komfortní zóny. Proč tomu tak je? Jste na to připraveni? Tento článek Vás může v mnohém inspirovat a navíc si můžete sami vyzkoušet kvíz, jak na tom jste.",https://www.bizztreat.com/blog/jaka-je-vase-komfortni-zona-bi-ve-firme-mnamka-25,https://www.bizztreat.com/files/responsive/360/0/fashion-985556-1280.jpg
Jaký graf mám použít? [tahák] | Mňamka #26,"Návodů ""Jak na graf"" najdete na internetu hodně. Tahle mňamka mě ale baví už od Digitální Akademie Czechitas. Ono totiž mít takový jednoduchý ""tahák"" po ruce se občas hodí. :-)",https://www.bizztreat.com/blog/jaky-graf-mam-pouzit-tahak-mnamka-26,https://www.bizztreat.com/files/responsive/360/0/choosing-a-good-chart-1-638.jpg
2 tipy jak váš zoom meeting může být ještě atraktivnější | Mňamka #27,"Asi už víte, ze v BizzTreat máme rádi zoom.us pro online meetingy, ale taky pro školení a webináře. A taky víte, že se rádi dělíme o tipy, triky a nápady, jak líp spolupracovat online. Dneska máme pro vás tipy na dvě pěkné “fíčurky”, které vás jistě potěší. A hlavně, vaše online meetingy výrazně obohatí.",https://www.bizztreat.com/blog/2-tipy-jak-vas-zoom-meeting-muze-byt-jeste-atraktivnejsi-mnamka-27,https://www.bizztreat.com/files/responsive/360/0/zoom-software-security.jpg
"Tak co teda? Tableau, Power BI nebo GoodData? | Mňamka #28","Snad nejčastější otázku, kterou dostáváme, je: Jaký vizualizační tool byste nám doporučili? Jak jsme už mockrát řekli i napsali, není žádný nejlepší tool, který pokryje 100% všech požadavků. Je jen vhodný a vhodnější pro daný use case.",https://www.bizztreat.com/blog/tak-co-teda-tableau-power-bi-nebo-gooddata-mnamka-28,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-05-v-120819.png
"10 způsobů, jak dělat lepší rozhodnutí. | Mňamka #29","Dělat rozhodnutí není jednoduchá záležitost. Alespoň pro někoho. Data nám v tom mohou hodně pomoc, ale není to jen o nich - o číslech. Důležitý je i proces, který je za tím vším. Co, jak sdělujete a hlavně komu. A dobrých ""rychlonávodů"" po ruce není nikdy dost. Ten první znáte už z minula.",https://www.forbes.com/sites/ciocentral/2020/02/24/10-ways-to-make-better-decisions/#52232400786e,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-07-v-75133.png
Co by mělo frčet v BI v roce 2020? | Mňamka #30,"Žádný suchý článek top 10, ale pár pěkných čísel k tomu z pohledu BI profesionálů ukazuje průzkum BI-Survey. Prý například klesá mobilní BI. Možná je to tím, že někteří fajnšmekři koukají na BI rovnou na hodinkách? :-) A jak je to u vás? Měníte přístup k BI v čase nebo jste teprve na začátku?",https://bi-survey.com/top-business-intelligence-trends,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-07-v-75510.png
Jak uvařit JIDOKI :-) | Mňamka #31,"To si takhle jednou vyrazíte do Krkonoš k zákazníkovi. S láskou vyberete tři ingredience, správně je promícháte, nastavíte a najednou máte luxusní recept - JIDOKI. No a než se nadějete, může vaše firma díky datům až ztrojnásobit obrat. Naše srdcovka a true story, bro.",https://www.bizztreat.com/blog/jak-uvarit-jidoki-mnamka-31,https://www.bizztreat.com/files/responsive/360/0/chef-1417239-1280.png
A tohle je co za SQL? | Mňamka #32,"Každá databáze může používat trošku jinak strukturovaný jazyk SQL. Čert aby se v tom občas vyznal. Jedna z cest, jak si ověřit, že naše SQL je správné nebo kde se přibližuje nějakému ""standardu"" té či oné databáze, je používat tzv. SQL validátory.",https://www.bizztreat.com/blog/a-tohle-je-co-za-sql-mnamka-32,https://www.bizztreat.com/files/responsive/360/0/sql.png
Jak nastavit hlavní ukazatele - KPIs. | Mňamka #33,"První kroky dítěte jsou víceméně o pádech než chození. Za týden už ale může být všechno jinak. O kolik kroků víc udělalo? Asi si často odpovíme jen pocitově. Pokud si ale dítě vyměníme za firmu, potřebujeme to vědět přesně. Tak si pojďme přečíst, jak taková měřitelná KPIs nastavit.",https://learn.g2.com/kpi-key-performance-indicator,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-12-v-83148.png
Matematika (ne)jasná | Mňamka #34,"Máte už pár let po škole a půlka věcí z matiky je nenávratně zapomenuta? Pro začínajícího analytika trochu ""prekérka"". :-) Naštěstí dnes už nemusíte narychlo hledat dobrého učitele matematiky, stačí mít v rukávu dobrou stránku, kde je to jednoduše a jasně vysvětleno.",https://www.khanacademy.org/math/statistics-probability/significance-tests-one-sample/idea-of-significance-tests/v/simple-hypothesis-testing,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-21-v-95213.png
[VIDEO] MAQL GoodData | Mňamka #35,"MAQL GoodData je jedna z hlavních věcí, která nás na GD baví a kvůli které na tuhle super platformu nedáme dopustit. O to víc nás těší, že vzniklo na popud od vás. Tak hurá na to!",https://www.youtube.com/watch?v=gpL2uMdBj_8,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-21-v-100838.png
"Snowflake, BigQuery nebo Redshift? Tak nevím… | Mňamka #36","Vybíráte analytickou databázi pro váš tým nebo BI projekt? Už jste přečetli všechny dostupné články, srovnání, testy, benchmarky a stejně si nejste jisti volbou? Dokonce jste všechny jmenované zástupce i vyzkoušeli a stále není jasné, jaký SQL warehouse pro váš tým je ten pravý? S dovolením nabízíme malé srovnání pohledem pětileté praxe našeho týmu.",https://www.bizztreat.com/blog/snowflake-bigquery-nebo-redshift-tak-nevim-mnamka-36,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-18-v-224418.png
Jak se vyrovnat s dírou v datech kvůli COVIDu | Mňamka #37,"Řeka dat obchodníkům vyschla. Přišli tak o zdravý rok informací pro svoje rozhodování, věrnostní programy nebo trendy. A nejen to. Chování jejich zákazníků se změnilo. Nastala doba ""the socially distant economy“. Jak se s chybějícími daty a celou situací vyrovnat? Co dělat, kde jsou rizika a hlavně příležitosti?",https://hbr.org/2020/06/retailers-face-a-data-deficit-in-the-wake-of-the-pandemic,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-29-v-165756.png
Design Patterns #3: is_deleted / last_modified | Mňamka #38,"Nikdy, nikdy, nikdy nemažeme záznamy z databáze! A naopak vždy označujeme poslední změnu timestampou. Proč? A pokud k tomu přece jen dojde, tak co s tím? To si pojďme říct v dnešní mňamce.",https://www.bizztreat.com/blog/design-patterns-3-is-deleted-last-modified-mnamka-38,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-29-v-130613.png
"Čert, aby se v těch pojmech vyznal... | Mňamka #39","Termíny jako „Data Science“, „Machine Learning“ a „Data Analytics“ jsou čím dál víc součastí našeho života. Často jsme ale svědky toho, že nejen začátečníci jsou zmateni a pojmy často zaměňují. Tento článek plný infografik vám poskytne jasnou představu o tom, o čem jsou některé z významných konceptů a pracovních pozic v datovém světě a jak se liší od sebe navzájem.",https://blog.simpliv.com/data-science-vs-machine-learning-vs-data-analytics/?utm_source=rss&utm_medium=rss&utm_campaign=data-science-vs-machine-learni,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-06-29-v-164750.png
